Date,Close/Last,Volume,Open,High,Low
05/27/2021,$125.28,94625600,$126.44,$127.64,$125.08
05/26/2021,$126.85,56575920,$126.955,$127.39,$126.42
05/25/2021,$126.9,72009480,$127.82,$128.32,$126.32
05/24/2021,$127.1,63092950,$126.01,$127.94,$125.94
05/21/2021,$125.43,79295440,$127.82,$128,$125.21
05/20/2021,$127.31,76857120,$125.23,$127.72,$125.1
05/19/2021,$124.69,92611990,$123.16,$124.915,$122.86
05/18/2021,$124.85,63342930,$126.56,$126.99,$124.78
05/17/2021,$126.27,74116550,$126.82,$126.93,$125.17
05/14/2021,$127.45,81917950,$126.25,$127.89,$125.85
05/13/2021,$124.97,105861300,$124.58,$126.15,$124.26
05/12/2021,$122.77,112172300,$123.4,$124.64,$122.25
05/11/2021,$125.91,126142800,$123.5,$126.27,$122.77
05/10/2021,$126.85,88071230,$129.41,$129.54,$126.81
05/07/2021,$130.21,78973270,$130.85,$131.2582,$129.475
05/06/2021,$129.74,78128330,$127.89,$129.75,$127.13
05/05/2021,$128.1,84000900,$129.2,$130.45,$127.97
05/04/2021,$127.85,137564700,$131.19,$131.4899,$126.7
05/03/2021,$132.54,75135100,$132.04,$134.07,$131.83
04/30/2021,$131.46,109839500,$131.78,$133.56,$131.065
04/29/2021,$133.48,151101000,$136.47,$137.07,$132.45
04/28/2021,$133.58,107760100,$134.31,$135.02,$133.08
04/27/2021,$134.39,66015800,$135.01,$135.41,$134.11
04/26/2021,$134.72,66905070,$134.83,$135.06,$133.56
04/23/2021,$134.32,78756780,$132.16,$135.12,$132.16
04/22/2021,$131.94,84566460,$133.04,$134.15,$131.41
04/21/2021,$133.5,68847140,$132.36,$133.75,$131.3001
04/20/2021,$133.11,94812350,$135.02,$135.53,$131.81
04/19/2021,$134.84,94264220,$133.51,$135.47,$133.34
04/16/2021,$134.16,84922390,$134.3,$134.67,$133.28
04/15/2021,$134.5,89347100,$133.82,$135,$133.64
04/14/2021,$132.03,87222780,$134.94,$135,$131.655
04/13/2021,$134.43,91266550,$132.44,$134.66,$131.93
04/12/2021,$131.24,91419980,$132.52,$132.85,$130.63
04/09/2021,$132.995,106686700,$129.8,$133.04,$129.47
04/08/2021,$130.36,88844590,$128.95,$130.39,$128.52
04/07/2021,$127.9,83466720,$125.83,$127.92,$125.14
04/06/2021,$126.21,80171250,$126.5,$127.13,$125.65
04/05/2021,$125.9,88651180,$123.87,$126.1601,$123.07
04/01/2021,$123,75089130,$123.66,$124.18,$122.49
03/31/2021,$122.15,118323800,$121.65,$123.52,$121.15
03/30/2021,$119.9,85671920,$120.11,$120.4031,$118.86
03/29/2021,$121.39,80819200,$121.65,$122.58,$120.7299
03/26/2021,$121.21,94071230,$120.35,$121.48,$118.92
03/25/2021,$120.59,98844680,$119.54,$121.66,$119
03/24/2021,$120.09,88530490,$122.82,$122.9,$120.065
03/23/2021,$122.54,95467140,$123.33,$124.24,$122.14
03/22/2021,$123.39,111912300,$120.33,$123.87,$120.26
03/19/2021,$119.99,185549500,$119.9,$121.43,$119.675
03/18/2021,$120.53,121469800,$122.88,$123.18,$120.32
03/17/2021,$124.76,111932600,$124.05,$125.8599,$122.336
03/16/2021,$125.57,115227900,$125.7,$127.22,$124.715
03/15/2021,$123.99,92590560,$121.41,$124,$120.42
03/12/2021,$121.03,88105050,$120.4,$121.17,$119.16
03/11/2021,$121.96,103026500,$122.54,$123.21,$121.26
03/10/2021,$119.98,111943300,$121.69,$122.17,$119.45
03/09/2021,$121.085,129525800,$119.03,$122.06,$118.79
03/08/2021,$116.36,154376600,$120.93,$121,$116.21
03/05/2021,$121.42,153766600,$120.98,$121.935,$117.57
03/04/2021,$120.13,178155000,$121.75,$123.6,$118.62
03/03/2021,$122.06,112966300,$124.81,$125.71,$121.84
03/02/2021,$125.12,102260900,$128.41,$128.72,$125.01
03/01/2021,$127.79,116307900,$123.75,$127.93,$122.79
02/26/2021,$121.26,164560400,$122.59,$124.85,$121.2
02/25/2021,$120.99,148199500,$124.68,$126.4585,$120.54
02/24/2021,$125.35,111039900,$124.94,$125.56,$122.23
02/23/2021,$125.86,158273000,$123.76,$126.71,$118.39
02/22/2021,$126,103916400,$128.01,$129.72,$125.6
02/19/2021,$129.87,87668830,$130.24,$130.71,$128.8
02/18/2021,$129.71,96856750,$129.2,$129.995,$127.41
02/17/2021,$130.84,98085250,$131.25,$132.22,$129.47
02/16/2021,$133.19,80576320,$135.49,$136.01,$132.79
02/12/2021,$135.37,60145130,$134.35,$135.53,$133.6921
02/11/2021,$135.13,64280030,$135.9,$136.39,$133.77
02/10/2021,$135.39,73046560,$136.48,$136.99,$134.4
02/09/2021,$136.01,76774210,$136.62,$137.877,$135.85
02/08/2021,$136.91,71297210,$136.03,$136.96,$134.92
02/05/2021,$136.76,75693830,$137.35,$137.42,$135.86
02/04/2021,$137.39,84183060,$136.3,$137.4,$134.59
02/03/2021,$133.94,89880940,$135.76,$135.77,$133.61
02/02/2021,$134.99,83305370,$135.73,$136.31,$134.61
02/01/2021,$134.14,106239800,$133.75,$135.38,$130.93
01/29/2021,$131.96,177523800,$135.83,$136.74,$130.21
01/28/2021,$137.09,142621100,$139.52,$141.99,$136.7
01/27/2021,$142.06,140843800,$143.43,$144.3,$140.41
01/26/2021,$143.16,98390560,$143.6,$144.3,$141.37
01/25/2021,$142.92,157611700,$143.07,$145.09,$136.54
01/22/2021,$139.07,114459400,$136.28,$139.85,$135.02
01/21/2021,$136.87,120529500,$133.8,$139.67,$133.59
01/20/2021,$132.03,104319500,$128.66,$132.49,$128.55
01/19/2021,$127.83,90757330,$127.78,$128.71,$126.938
01/15/2021,$127.14,111598500,$128.78,$130.2242,$127
01/14/2021,$128.91,90221760,$130.8,$131,$128.76
01/13/2021,$130.89,88636830,$128.76,$131.45,$128.49
01/12/2021,$128.8,91951150,$128.5,$129.69,$126.86
01/11/2021,$128.98,100620900,$129.19,$130.17,$128.5
01/08/2021,$132.05,105158200,$132.43,$132.63,$130.23
01/07/2021,$130.92,109578200,$128.36,$131.63,$127.86
01/06/2021,$126.6,155088000,$127.72,$131.0499,$126.382
01/05/2021,$131.01,97664900,$128.89,$131.74,$128.43
01/04/2021,$129.41,143301900,$133.52,$133.6116,$126.76
12/31/2020,$132.69,99116590,$134.08,$134.74,$131.72
12/30/2020,$133.72,96452120,$135.58,$135.99,$133.4
12/29/2020,$134.87,121047300,$138.05,$138.789,$134.3409
12/28/2020,$136.69,124486200,$133.99,$137.34,$133.51
12/24/2020,$131.97,54930060,$131.32,$133.46,$131.1
12/23/2020,$130.96,88223690,$132.16,$132.43,$130.78
12/22/2020,$131.88,169351800,$131.61,$134.405,$129.65
12/21/2020,$128.23,121251600,$125.02,$128.31,$123.449
12/18/2020,$126.655,192541500,$128.96,$129.1,$126.12
12/17/2020,$128.7,94359810,$128.9,$129.58,$128.045
12/16/2020,$127.81,98208590,$127.41,$128.37,$126.56
12/15/2020,$127.88,157572300,$124.34,$127.9,$124.13
12/14/2020,$121.78,79075990,$122.6,$123.35,$121.54
12/11/2020,$122.41,86939790,$122.43,$122.76,$120.55
12/10/2020,$123.24,81312170,$120.5,$123.87,$120.15
12/09/2020,$121.78,115089200,$124.53,$125.95,$121
12/08/2020,$124.38,82225510,$124.37,$124.98,$123.09
12/07/2020,$123.75,86711990,$122.31,$124.57,$122.25
12/04/2020,$122.25,78260420,$122.6,$122.8608,$121.52
12/03/2020,$122.94,78967630,$123.52,$123.78,$122.21
12/02/2020,$123.08,89004200,$122.02,$123.37,$120.89
12/01/2020,$122.72,128166800,$121.01,$123.4693,$120.01
11/30/2020,$119.05,169410200,$116.97,$120.97,$116.81
11/27/2020,$116.59,46691330,$116.57,$117.49,$116.22
11/25/2020,$116.03,76499230,$115.55,$116.75,$115.17
11/24/2020,$115.17,113874200,$113.91,$115.85,$112.59
11/23/2020,$113.85,127959300,$117.18,$117.6202,$113.75
11/20/2020,$117.34,73604290,$118.64,$118.77,$117.29
11/19/2020,$118.64,74112970,$117.59,$119.06,$116.81
11/18/2020,$118.03,76322110,$118.61,$119.82,$118
11/17/2020,$119.39,74270970,$119.55,$120.6741,$118.96
11/16/2020,$120.3,91183020,$118.92,$120.99,$118.146
11/13/2020,$119.26,81688590,$119.44,$119.6717,$117.87
11/12/2020,$119.21,103350700,$119.62,$120.53,$118.57
11/11/2020,$119.49,112295000,$117.19,$119.63,$116.44
11/10/2020,$115.97,138023400,$115.55,$117.59,$114.13
11/09/2020,$116.32,154515300,$120.5,$121.99,$116.05
11/06/2020,$118.69,114457900,$118.32,$119.2,$116.13
11/05/2020,$119.03,126387100,$117.95,$119.62,$116.8686
11/04/2020,$114.95,138235500,$114.14,$115.59,$112.35
11/03/2020,$110.44,107624400,$109.66,$111.49,$108.73
11/02/2020,$108.77,122866900,$109.11,$110.68,$107.32
10/30/2020,$108.86,190573500,$111.06,$111.99,$107.72
10/29/2020,$115.32,146129200,$112.37,$116.93,$112.2
10/28/2020,$111.2,143937800,$115.05,$115.43,$111.1
10/27/2020,$116.6,92276770,$115.49,$117.28,$114.5399
10/26/2020,$115.05,111850700,$114.01,$116.55,$112.88
10/23/2020,$115.04,82572650,$116.39,$116.55,$114.28
10/22/2020,$115.75,101988000,$117.45,$118.04,$114.59
10/21/2020,$116.87,89945980,$116.67,$118.705,$116.45
10/20/2020,$117.51,124423700,$116.2,$118.98,$115.63
10/19/2020,$115.98,120639300,$119.96,$120.419,$115.66
10/16/2020,$119.02,115393800,$121.28,$121.548,$118.81
10/15/2020,$120.71,112559200,$118.72,$121.2,$118.15
10/14/2020,$121.19,151062300,$121,$123.03,$119.62
10/13/2020,$121.1,262330500,$125.27,$125.39,$119.65
10/12/2020,$124.4,240226800,$120.06,$125.18,$119.2845
10/09/2020,$116.97,100506900,$115.28,$117,$114.92
10/08/2020,$114.97,83477150,$116.25,$116.4,$114.5901
10/07/2020,$115.08,96848990,$114.62,$115.55,$114.13
10/06/2020,$113.16,161498200,$115.7,$116.12,$112.25
10/05/2020,$116.5,106243800,$113.91,$116.65,$113.55
10/02/2020,$113.02,144712000,$112.89,$115.37,$112.22
10/01/2020,$116.79,116120400,$117.64,$117.72,$115.83
09/30/2020,$115.81,142675200,$113.79,$117.26,$113.62
09/29/2020,$114.09,100060500,$114.55,$115.31,$113.57
09/28/2020,$114.96,137672400,$115.01,$115.32,$112.78
09/25/2020,$112.28,149981400,$108.43,$112.44,$107.67
09/24/2020,$108.22,167743300,$105.17,$110.25,$105
09/23/2020,$107.12,150718700,$111.62,$112.11,$106.77
09/22/2020,$111.81,183055400,$112.68,$112.86,$109.16
09/21/2020,$110.08,195713800,$104.54,$110.19,$103.1
09/18/2020,$106.84,287104900,$110.4,$110.88,$106.09
09/17/2020,$110.34,178011000,$109.72,$112.2,$108.71
09/16/2020,$112.13,155026700,$115.23,$116,$112.04
09/15/2020,$115.54,184642000,$118.33,$118.829,$113.61
09/14/2020,$115.355,140150100,$114.72,$115.93,$112.8
09/11/2020,$112,180860300,$114.57,$115.23,$110
09/10/2020,$113.49,182274400,$120.36,$120.5,$112.5
09/09/2020,$117.32,176940500,$117.26,$119.14,$115.26
09/08/2020,$112.82,231366600,$113.95,$118.99,$112.68
